"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"000032026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DO SERVIÇO DE FORNECIMENTO DE LINK DE INTERNET, ATRAVÉS DE FIBRA ÓPTICA COM LINK DEDICADO DE 300 MBPS (DOWLOAD) E 150 MBPS (UPLOAD). INCLUINDO MÃO DE OBRA, MANUTENÇÃO E FORNECIMENTO DE MATERIAIS QUANDO NECESSÁRIO, GARANTINDO UMA CONECTIVIDADE ESTÁVEL DA INTERNET NA ESTAÇÃO QUARENTENÁRIA DE CANANÉIA?.";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130102";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/SP";"27/01/2026";"28/01/2026";"27/01/2026";"27/01/2027";"12149610000130";"SUPERNETWORK TELECOM LTDA";"36000,0000";"36000,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA, CORRETIVA E FORNECIMENTO DE PEÇAS, PARA DOIS EQUIPAMENTOS ASE 350, MARCA DIONEX/THERMO, SÉRIE 10030804 E 2065018";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130058";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/MG";"06/01/2026";"07/01/2026";"06/01/2026";"06/01/2027";"67774679000147";"NOVA ANALITICA IMPORTACAO E EXPORTACAO LTDA";"281481,1000";"281481,1000";"-3";"";"";"";""
"007512025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ASSINATURA DE FERRAMENTA DE PESQUISA E COMPARAÇÃO DE PREÇOS CONTRATADOS PELA ADMINISTRAÇÃO PÚBLICA .";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26232";"Universidade Federal da Bahia";"153038";"UNIVERSIDADE FEDERAL DA BAHIA";"19/12/2025";"19/01/2026";"19/12/2025";"19/12/2026";"07797967000195";"NP TECNOLOGIA E GESTAO DE DADOS LTDA";"24600,0000";"24600,0000";"-3";"";"";"";""
"000012026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM BANCO DE DADOS DE PREÇOS PRATICADOS NO MERCADO, QUE SE CARACTERIZA COMO FERRAMENTA DE PESQUISAS E COMPARAÇÃO DE PREÇOS PRATICADOS PELA ADMINISTRAÇÃO PÚBLICA, SISTEMA INTELIGENTE DE PESQUISAS BASEADO EM RESULTADOS DE LICITAÇÕES ADJUDICADAS E HOMOLOGADAS TORNA O PROCESSO DE COTAÇÃO NO MERCADO SIMPLES E PRÁTICO, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO E TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254474";"INSTITUTO LEONIDAS E MARIA DEANE";"14/01/2026";"16/01/2026";"14/01/2026";"14/01/2027";"07797967000195";"NP TECNOLOGIA E GESTAO DE DADOS LTDA";"12300,0000";"12300,0000";"-3";"";"";"";""
"001812025";"Objeto: Aquisição de insumo de Pesquisa Clínica Imuno-Hematológica para o Serviço de Hemoterapia e a rotina Hemoterápica do Laboratório de Análises Clínicas do Hospital Naval Marcílio Dias, nas condições estabelecidas no Termo de Referência.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"765720";"HOSPITAL NAVAL MARCILIO DIAS";"30/12/2025";"06/01/2026";"30/12/2025";"30/12/2030";"15284881000197";"ETIQUETAS HEMO LTDA";"197890,0000";"197890,0000";"900452024";"";"";"";""
"000052026";"Objeto: PRESTAÇÃO DE SERVIÇOS DE REABILITAÇÃO.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"783310";"CAPITANIA DOS PORTOS DE ALAGOAS";"26/12/2025";"09/01/2026";"01/01/2026";"01/01/2031";"10261882000100";"CARTAXO E FIGUEIREDO LTDA";"11458096,4300";"11458096,4300";"-3";"";"";"";""
"000402025";"Objeto: CONTRATAÇÃO DE SERVIÇO DE SERVICE DESK";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"157243";"COMPLEXO HOSPITALAR DA UFRJ";"19/12/2025";"06/01/2026";"01/01/2026";"31/12/2026";"14241993000106";"3AM IT SERVICES LTDA";"1557067,0800";"1557067,0800";"-3";"";"";"";""
"000142025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE PORTARIA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA. O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE PORTARIA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA. O VALOR MENSAL DA CONTRATAÇÃO É DE R$ 25.400,44 (VINTE E CINCO MIL QUATROCENTOS REAIS E QUARENTA E QUA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"22/12/2025";"09/01/2026";"03/01/2026";"03/01/2027";"07229772000149";"INSTITUTO SAO SALOMAO";"304805,2800";"304805,2800";"900052025";"";"";"";""
"000402025";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE SERVIÇOS DE PORTARIA E RECEPÇÃO PARA O COLÉGIO PEDRO II, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"153167";"COLEGIO PEDRO II";"09/01/2026";"13/01/2026";"19/01/2026";"19/01/2027";"07229772000149";"INSTITUTO SAO SALOMAO";"175263,1200";"175263,1200";"900052025";"";"";"";""
"000012026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE PORTARIA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"155632";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO III";"22/01/2026";"27/01/2026";"04/02/2026";"04/02/2027";"07229772000149";"INSTITUTO SAO SALOMAO";"137072,8800";"137072,8800";"900052025";"";"";"";""
"008732025";"Objeto: Execução de serviços de Monitoração Estrutural Contínua, compreendendo a instrumentação, leitura de dados, análise de comportamento estrutural e gestão de tráfego, nas Pontes sobre o Rio Itacaiúnas (Lado Direito e Lado Esquerdo), localizadas na Rodovia BR-230/PA, no Município de Marabá/PA";"";"Sem Informação";"Não se aplica";"39000";"Ministério dos Transportes";"39252";"Departamento Nacional de Infraestrutura de Tr";"393003";"DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"31/12/2025";"05/01/2026";"31/12/2025";"30/09/2026";"04952600000100";"L.S.E. - LABORATORIO DE SISTEMAS ESTRUTURAIS LTDA";"950150,9200";"950150,9200";"-3";"";"";"";""
"000492026";"Objeto: CREDENCIAMENTO DE OCS E PSA PARA PRESTAÇÃO DE SERVIÇOS COMPLEMENTARES DE ASSISTÊNCIA MÉDICO-HOSPITALAR, AMBULATORIAL, ATENDIMENTO DE EMERGÊNCIA/URGÊNCIA EM REGIME DE 24 (VINTE E QUATRO) HORAS DIÁRIAS, PRÉ-HOSPITALAR, ODONTOLÓGICA E DE REABILITAÇÃO AOS BENEFICIÁRIOS DO SISTEMA DE SAÚDE DO EXÉRCITO EM DOURADOS/MS, CONFORME EDITAL DE CREDENCIAMENTO Nº 01/2025 (65326.001045/2025-31).";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160149";"COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA";"27/01/2026";"28/01/2026";"27/01/2026";"26/01/2036";"16887312000107";"BONINI OFTALMOLOGIA E ESTETICA LTDA";"345820,0400";"345820,0400";"-3";"";"";"";""
"000182025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200376";"SUPERINTENDENCIA REGIONAL NO ESTADO DE GO";"30/12/2025";"06/01/2026";"30/12/2025";"24/12/2026";"-11";"Sigiloso";"523000,0000";"523000,0000";"-3";"";"";"";""
"000192025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"29/12/2025";"02/01/2026";"29/12/2025";"29/12/2028";"-11";"Sigiloso";"9624086,1400";"9624086,1400";"-3";"";"";"";""
"000012026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200360";"SUPERINTENDENCIA REGIONAL NO ESTADO DE SP";"21/01/2026";"23/01/2026";"01/02/2026";"01/02/2028";"-11";"Sigiloso";"2618434,8000";"2618434,8000";"-3";"";"";"";""
"000132025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200370";"SUPERINTENDENCIA REGIONAL NO ESTADO DE SC";"30/12/2025";"02/01/2026";"30/12/2025";"29/12/2026";"-11";"Sigiloso";"165000,0000";"165000,0000";"-3";"";"";"";""
"000032026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200350";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"21/01/2026";"23/01/2026";"23/01/2026";"22/01/2028";"-11";"Sigiloso";"3161048,7800";"3161048,7800";"-3";"";"";"";""
"000152025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200350";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"26/12/2025";"14/01/2026";"26/12/2025";"25/12/2026";"-11";"Sigiloso";"352532,0000";"352532,0000";"-3";"";"";"";""
"000162025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200350";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"19/12/2025";"19/01/2026";"19/12/2025";"11/12/2026";"-11";"Sigiloso";"90720,0000";"90720,0000";"-3";"";"";"";""
"000092026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"16/01/2026";"19/01/2026";"16/01/2026";"15/01/2027";"-11";"Sigiloso";"492008,4000";"492008,4000";"900112024";"";"";"";""
"000402025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"30/12/2025";"07/01/2026";"30/12/2025";"30/12/2028";"-11";"Sigiloso";"3894780,0000";"3894780,0000";"-3";"";"";"";""
"000442025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"13/01/2026";"14/01/2026";"13/01/2026";"13/01/2027";"-11";"Sigiloso";"3228000,0000";"3228000,0000";"900072024";"";"";"";""
"000042026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Pregão - Registro de Preço";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"16/01/2026";"20/01/2026";"16/01/2026";"16/01/2027";"-11";"Sigiloso";"86234,6000";"86234,6000";"900022024";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"9999";"Pregão - Registro de Preço"
"000012026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2029";"-11";"Sigiloso";"720000,0000";"720000,0000";"-3";"";"";"";""
"000422025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"02/01/2026";"05/01/2026";"02/01/2026";"01/01/2028";"-11";"Sigiloso";"83520,0000";"83520,0000";"900542024";"";"";"";""
"000022026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"08/01/2026";"19/01/2026";"08/01/2026";"07/01/2027";"-11";"Sigiloso";"10287,9600";"9828,0000";"900062024";"";"";"";""
"000412025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"05/01/2026";"07/01/2026";"05/01/2026";"05/01/2031";"-11";"Sigiloso";"110000,0000";"110000,0000";"-3";"";"";"";""
"000032026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"16/01/2026";"19/01/2026";"16/01/2026";"16/07/2026";"-11";"Sigiloso";"244713,3700";"244713,3700";"-3";"";"";"";""
"000112026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"23/01/2026";"26/01/2026";"23/01/2026";"22/01/2027";"-11";"Sigiloso";"8411505,2000";"8035392,0000";"900532024";"";"";"";""
"000512025";"Objeto: OBRA PARA CONSTRUÇÃO DE ESPAÇO DE CONVIVÊNCIA E COWORKING NA UTFPR CAMPUS GUARAPUAVA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153178";"UTFPR - CAMPUS PONTA GROSSA";"23/12/2025";"07/01/2026";"02/02/2026";"25/10/2026";"18109989000131";"4L SERVICOS E MANUTENCOES LTDA";"512881,5500";"512881,5500";"-3";"";"";"";""
"000052026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É O FORNECIMENTO DE BILIRRUBINÔMETRO TRANSCUTÂNEO CONFORME CONDIÇÕES E QUANTIDADES DESTINADAS AOS HOSPITAIS UNIVERSITÁRIOS FEDERAIS DA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES (EBSERH), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155900";"HOSPITAL UNIVERSITARIO DA UFSCAR";"21/01/2026";"22/01/2026";"23/01/2026";"22/01/2029";"61185922000105";"DRAGER DO BRASIL LTDA";"24000,0000";"24000,0000";"-3";"";"";"";""
"000082026";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS DE SUPORTE À VIDA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155908";"HOSPITAL UNIV. DR. MIGUEL RIET CORREA JR.";"23/01/2026";"27/01/2026";"26/01/2026";"26/01/2027";"61185922000105";"DRAGER DO BRASIL LTDA";"288000,0000";"288000,0000";"900532025";"";"";"";""
"001072025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É O FORNECIMENTO DE EQUIPAMENTO DE SUPORTE MATERNO-INFANTIL CONFORME CONDIÇÕES E QUANTIDADES DESTINADAS AOS HOSPITAIS UNIVERSITÁRIOS FEDERAIS DA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES (EBSERH), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155007";"EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"05/01/2026";"08/01/2026";"05/01/2026";"05/01/2027";"61185922000105";"DRAGER DO BRASIL LTDA";"24000,0000";"24000,0000";"-3";"";"";"";""
"000042026";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO COM FORNECIMENTO DE MATERIAL E UTENSÍLIOS SOB DEMANDA PARA ATENDER AS NECESSIDADES DAS UNIDADES DA ADVOCACIA GERAL DA UNIÃO NO ESTADO DA BAHIA.";"";"Sem Informação";"Não se aplica";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110096";"SUPERINTENDENCIA REG. DE ADMIN. DA 5ª REGIAO";"16/01/2026";"22/01/2026";"16/01/2026";"16/01/2027";"11168878000157";"EXCLUSIVA ADMINISTRACAO & SOLUCOES EM SERVICOS LTDA";"460729,9200";"460729,9200";"-3";"";"";"";""
"000682025";"Objeto: AQUISIÇÃO DE INSUMOS DE USO ESPECÍFICO EM LABORATÓRIOS DE ANÁLISES CLÍNICAS (APOIO AO DIAGNÓSTICO CLÍNICO NAS ESPECIALIDADES DE CITOPATOLOGIA CLÍNICA, BACTERIOLOGIA CLÍNICA, MICOLOGIA CLÍNICA, PARASITOLOGIA CLÍNICA, URINÁLISE, HEMATOLOGIA CLÍNICA, IMUNOLOGIA CLÍNICA, HORMÔNIOS, BIOQUÍMICA CLÍNICA, E LABORATÓRIO CLÍNICO DE EMERGÊNCIA HOSPITALAR), IMUNOBIOLÓGICOS PARA A SUBDIVISÃO DE SOROS E VACINAS, INSUMOS PARA A SUBDIVISÃO DE ATENDIMENTO, E INSUMOS PARA A COLETA E PROCESSAMENTO DE SANGUE E HEMOCOMPONENTES";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"22/01/2026";"28/01/2026";"22/01/2026";"22/01/2027";"26898423000164";"SILITEC PRODUTOS HOSPITALARES LTDA";"62820,0000";"62820,0000";"-3";"";"";"";""
"000042025";"Objeto: O OBJETO DO PRESENTE É A CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE PEÇAS, DO APARELHO DE MAMOGRAFIA DIGITAL, MARCA: KONICA, MODELO: DELICATA DR, COM SUBSTITUIÇÃO DE PEÇAS SOB DEMANDA, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS, DESTINADOS AO HOSPITAL MILITAR DE ÁREA DE BRASÍLIA, PELO PERÍODO DE 12 (DOZE) MESES, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA E PROPOSTA DE PREÇOS.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160088";"HOSPITAL MILITAR DE AREA DE BRASILIA";"01/03/2025";"20/01/2026";"01/03/2025";"01/03/2027";"71256283000185";"KONICA MINOLTA HEALTHCARE DO BRASIL INDUSTRIA DE EQUIPAMENTOS MEDICOS LTDA";"300000,0000";"312293,4000";"-3";"";"";"";""
"003492025";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA DE FORMA CONTINUADA PARA MANUTENÇÃO DE POÇO TUBULAR SEMI-ARTESIANO E SEUS COMPONENTES, COM REPOSIÇÃO DE PEÇAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"152756";"INST. FED. DO RN / CAMPUS PARNAMIRIM";"18/11/2025";"15/01/2026";"18/11/2025";"18/11/2026";"24117731000180";"HIDROTEC PERFURACAO E INSTALACAO DE POCOS LTDA";"46000,0000";"46000,0000";"-3";"";"";"";""
"000302025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE LOCAÇÃO DE CENTRAIS GERADORAS DE AR COMPRIMIDO MEDICINAL COM COMPRESSOR E CENTRAIS GERADORAS DE VÁCUO CLÍNICO, INCLUINDO MOBILIZAÇÃO, DESMOBILIZAÇÃO, INSTALAÇÃO DOS EQUIPAMENTOS E ACESSÓRIOS, CONEXÃO COM A REDE DE DUTOS EXISTENTES, MANUTENÇÃO CORRETIVA E PREVENTIVA COM REPOSIÇÃO DE PEÇAS, COMPONENTES E FORNECIMENTO DE INSUMOS PARA OS EQUIPAMENTOS LOCADOS, E EVENTUAL TROCA DE EQUIPAMENTO(S), SENDO AS MANUTENÇÕES CORRETIVAS E ATENDIMEN";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"157243";"COMPLEXO HOSPITALAR DA UFRJ";"03/12/2025";"20/01/2026";"03/12/2025";"03/12/2026";"00331788000623";"AIR LIQUIDE BRASIL LTDA";"324996,0000";"324996,0000";"-3";"";"";"";""
"000442025";"Objeto: CONTRATAÇÃO DE EMPRESA PARA REALOCAÇÃO DE INVERSORES E PAINÉIS FOTOVOLTAICOS - UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI - CAMPUS ITAJUBÁ, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26261";"Universidade Federal de Itajubá";"153030";"UNIVERSIDADE FEDERAL DE ITAJUBA";"05/01/2026";"06/01/2026";"05/01/2026";"05/09/2026";"15312398000179";"M & M ELETRICIDADE,TELECOMUNICACOES E CONSTRUCOES LTDA";"265000,0000";"265000,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE ACESSO À INTERNET BANDA LARGA, VIA FIBRA ÓPTICA, COM VELOCIDADE MÍNIMA GARANTIDA DE 600 MB OU SUPERIOR, INCLUINDO INSTALAÇÃO, EQUIPAMENTOS, CONFIGURAÇÃO, SUPORTE TÉCNICO, MONITORAMENTO E MANUTENÇÃO PREVENTIVA E CORRETIVA CONTÍNUA PARA A AGÊNCIA REGIONAL DO TRABALHO E EMPREGO DE GUARAPARI.";"";"Sem Informação";"Não se aplica";"40000";"Ministério do Trabalho e Emprego";"40000";"Ministério do Trabalho e Emprego - Unidades ";"400066";"SUPERINTENDENCIA REGIONAL DO TRABALHO/ES";"31/12/2025";"09/01/2026";"09/01/2026";"08/01/2027";"05780907000134";"BRASIL RADIOWAVE LTDA";"10,0000";"10,0000";"-3";"";"";"";""
"000062026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"14/01/2026";"16/01/2026";"14/01/2026";"13/01/2027";"-11";"Sigiloso";"453145,8900";"453145,8900";"-3";"";"";"";""
"000102026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"19/01/2026";"21/01/2026";"19/01/2026";"18/01/2027";"-11";"Sigiloso";"1250000,0000";"1250000,0000";"900012025";"";"";"";""
"000052026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"14/01/2026";"16/01/2026";"14/01/2026";"14/07/2026";"-11";"Sigiloso";"86965,0000";"86965,0000";"-3";"";"";"";""
"000072026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"19/01/2026";"22/01/2026";"19/01/2026";"18/01/2027";"-11";"Sigiloso";"137374,9100";"137374,9100";"900102024";"";"";"";""
"000132026";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"29/01/2026";"30/01/2026";"29/01/2026";"28/01/2027";"-11";"Sigiloso";"30863,8800";"30863,8800";"900062024";"";"";"";""
"000402025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200342";"DIRETORIA DE TECNOLOGIA DA INFORM.E INOVACAO";"05/01/2026";"14/01/2026";"05/01/2026";"05/01/2027";"-11";"Sigiloso";"177117,9200";"177117,9200";"-3";"";"";"";""
"000462025";"Informação protegida por sigilo nos termos da legislação vigente";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Polícia Federal";"200342";"DIRETORIA DE TECNOLOGIA DA INFORM.E INOVACAO";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2026";"-11";"Sigiloso";"357420,0000";"357420,0000";"-3";"";"";"";""
